"R1"	"R2"	"R3"	"R4"	"R7"	"R8"	"R9"	"R10"	"R13"	"R15"	"R16"	"R19"	"R20"	"R21"
"100862177"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100861618"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100041579"	2	1	0	3	0	1	1	0	0	2	1	0	1	0
"100043920"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100041549"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100861635"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100861647"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100042539"	0	2	0	0	0	0	0	0	0	0	0	0	0	0
"100504346"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100039848"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100039863"	1	0	0	0	0	6	2	5	0	4	2	0	1	5
"100504376"	0	2	1	4	1	0	0	0	0	2	2	0	2	0
"100042555"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100862228"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100862237"	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"100042493"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"621580"	0	1	1	0	0	0	1	0	1	0	0	0	0	1
"100862261"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100861661"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100861670"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100862247"	0	1	0	2	0	0	0	2	2	3	1	0	3	1
"100042519"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100042524"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"545611"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100039331"	0	0	0	0	0	2	1	0	0	1	0	1	1	0
"100504239"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100040035"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100040048"	3	0	4	3	9	2	1	10	6	1	4	0	12	5
"100504407"	1	0	1	0	4	2	2	3	3	1	4	0	0	1
"16158"	2	2	0	2	0	4	4	0	1	0	4	0	3	2
"73350"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100861715"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"24047"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"18829"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100316865"	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"100861727"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"277773"	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"230085"	0	2	0	1	0	1	0	1	0	0	5	0	3	0
"56323"	129	133	117	148	106	141	212	213	163	107	190	6	329	223
"67317"	0	0	0	0	0	0	0	0	0	0	0	0	0	2
"100862318"	1	0	0	0	0	0	0	2	0	0	0	0	1	0
"269523"	5654	5603	3555	5578	4075	5955	6055	5834	5319	2787	8465	998	5994	6727
"60534"	217	153	138	209	146	204	326	186	245	85	345	12	362	212
"56703"	619	674	290	531	445	850	703	698	697	202	633	50	720	636
"66592"	1897	1339	1102	1457	1472	1367	1963	1768	1522	774	1809	271	1323	1485
"230088"	296	963	112	266	204	843	253	283	319	110	246	88	637	535
"22249"	1750	1804	1237	1697	1329	1812	1702	2721	2312	1427	1749	336	2468	1580
"320571"	41	14	19	8	45	29	32	19	100	32	9	3	5	16
"100213"	201	88	58	98	151	219	147	171	264	77	114	13	85	312
"329831"	0	0	2	0	2	3	3	0	1	1	1	0	3	1
"21754"	616	595	384	572	577	784	699	881	598	311	790	77	825	735
"12517"	2	6	0	2	0	2	2	1	3	1	3	0	4	2
"54390"	0	0	2	0	0	1	0	0	0	0	0	0	0	0
"19782"	48	116	103	88	122	4	18	75	21	65	27	7	16	43
"622404"	766	585	446	354	578	458	688	619	585	315	422	105	572	399
"230098"	760	410	328	309	487	510	701	292	647	210	383	20	398	213
"100503819"	216	166	158	68	147	139	202	146	208	172	85	18	82	40
"230099"	6567	6909	4216	2825	4613	4505	7495	3124	2959	1635	1135	523	4078	1828
"22004"	4	176	24	111	4	37	45	91	7	18	194	52	210	72
"21894"	2330	3442	1942	3795	1597	3412	2996	4094	2878	1838	4452	463	3985	4805
"12913"	477	713	268	762	307	639	493	802	445	236	619	117	643	1111
"230101"	131	103	116	173	110	147	201	176	150	78	237	13	218	214
"242406"	1073	1402	735	1130	811	1461	1195	1768	1184	657	1210	171	1528	1472
"100039672"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"230103"	1	2	0	0	0	1	0	1	0	0	0	0	0	1
"433700"	2	0	2	1	6	1	5	4	2	2	3	0	5	0
"68917"	297	197	126	215	191	256	422	233	278	110	203	24	284	235
"242408"	0	0	1	1	0	0	0	0	0	0	0	0	0	1
"242409"	90	24	62	51	52	45	109	77	72	32	31	4	72	48
"56014"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"56015"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100039781"	0	3	5	10	0	2	4	2	0	0	10	1	6	18
"71406"	0	1	0	0	0	0	0	0	0	0	1	0	0	6
"319973"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"29849"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"29848"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"29846"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100040268"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"29845"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"53614"	0	6	0	2	1	0	4	3	2	0	5	0	4	9
"384009"	299	150	151	313	225	351	403	647	643	324	184	23	562	278
"442829"	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"12757"	4846	6076	3913	4112	4097	5191	4944	7186	4380	3527	4464	2422	4819	4569
"50798"	1973	2046	1489	2661	1703	2968	2589	5622	3333	2458	2232	265	3582	2291
"623796"	3617	1966	1814	2811	2675	2593	4662	2389	3867	1304	4457	512	3259	2920
"73469"	1787	1830	1924	1828	1510	1701	2105	3174	2519	2476	2254	466	2499	1711
"100628618"	0	0	0	0	0	0	1	0	0	1	0	0	0	0
"17279"	1628	1130	1479	1544	1383	1355	1973	2086	1971	1618	2423	332	1441	1231
"100503944"	0	0	0	0	0	0	1	1	0	0	0	1	1	0
"18507"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100628590"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100503954"	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"319885"	1107	973	1243	1091	913	891	1098	2131	1086	1361	950	554	1078	975
"76238"	1415	1108	632	626	1020	1221	1306	842	987	358	496	118	785	552
"230119"	406	273	371	429	377	252	642	605	359	265	494	48	400	348
"73405"	7	5	15	9	10	10	11	13	16	8	12	6	10	12
"64424"	463	394	363	636	326	320	582	868	368	232	908	56	489	684
"269529"	58	54	89	116	41	84	122	157	138	60	129	12	155	108
"68512"	666	372	318	427	468	495	683	461	474	133	822	45	529	685
"666060"	2	0	10	12	1	1	9	8	6	1	12	0	3	50
"78508"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"69934"	246	251	235	280	213	239	292	413	240	213	271	57	284	264
"66362"	630	496	630	697	529	543	752	1384	549	439	747	189	544	635
"242418"	541	949	411	811	408	812	569	1112	749	439	904	200	955	864
"230125"	2033	2571	1064	1818	1622	1955	1750	2706	1967	997	1944	333	1861	1753
"230126"	652	1186	624	1427	511	1322	1228	1584	739	418	1317	177	1456	1810
"100040557"	4	7	4	3	6	27	3	4	10	3	1	0	2	0
"329839"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100040567"	2	1	1	0	0	1	1	1	2	0	0	0	0	0
"72535"	26791	8994	8250	5131	20026	14401	18330	7514	28109	8053	6218	694	10630	2726
"75426"	4	0	1	1	4	3	4	1	2	4	3	0	1	0
"74152"	561	224	640	334	452	482	876	740	886	691	371	56	1037	179
"381522"	0	3	1	12	5	2	1	2	0	1	11	2	6	16
"100121"	1291	2655	795	1725	998	1815	1290	1598	1367	713	1633	406	1479	2132
"21916"	1	0	0	0	0	1	1	0	0	1	0	0	2	0
"272027"	498	565	346	613	353	607	555	925	616	361	721	84	642	663
"433702"	2536	2839	2056	3142	2126	2370	2768	4488	2533	1831	4247	640	2872	3229
"22590"	181	347	243	296	160	248	244	679	233	257	220	329	328	356
"110805"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"74753"	110	88	91	134	99	101	137	196	114	67	120	6	83	127
"93966"	182	3	62	9	172	0	68	0	8	0	0	1	0	1
"67628"	9939	6820	10268	9746	8941	5648	9029	21307	7416	8978	8940	5749	6115	7140
"100503131"	1	3	1	0	1	2	0	0	0	0	0	0	2	0
"94181"	1189	1059	571	1130	848	1672	1374	1490	1663	613	1495	93	1839	1184
"74735"	186	371	183	287	191	400	294	540	375	259	128	56	267	269
"107684"	7659	22956	3448	5932	6342	16820	7202	5761	9491	4465	6297	3509	8862	8036
"381605"	226	671	222	939	148	932	484	937	339	205	827	81	1120	1610
"242425"	0	0	1	0	0	6	0	4	2	3	0	0	0	0
"75691"	21	22	13	2	19	32	23	14	28	17	3	0	19	4
"230145"	789	673	638	684	699	1085	1081	1270	1376	769	1147	137	2022	621
"12819"	11	3	2	4	7	8	9	10	38	7	1	0	18	2
"21812"	954	984	1072	1490	833	1020	1087	2837	1603	1347	1386	315	1682	1120
"56737"	770	861	642	1127	589	1110	949	1909	950	634	927	108	1160	954
"66212"	1342	1213	770	1069	1097	1761	1533	1268	1375	540	1160	105	1842	1106
"18124"	1	0	0	0	0	2	1	2	1	2	0	0	1	1
"67727"	632	737	557	582	447	716	671	979	1108	737	775	150	921	626
"76299"	3445	4386	3208	2624	2894	3104	3453	4461	3255	2756	3019	1500	3345	2383
"100316708"	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"16348"	142	211	150	344	128	227	229	549	149	163	352	33	282	319
"100503154"	64	36	36	36	37	30	44	85	37	37	48	42	29	32
"269536"	749	804	648	1398	596	761	945	2110	997	702	1684	243	959	1414
"66665"	18	66	54	170	15	35	38	319	12	23	301	26	144	268
"230157"	43	100	116	201	16	21	55	102	8	9	340	28	157	141
"100861629"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"68016"	2	4	4	2	0	0	1	3	0	0	21	0	6	6
"272031"	0	2	0	0	0	0	0	0	0	0	0	0	0	0
"209186"	83	179	52	53	79	129	77	74	89	62	69	9	73	61
"230161"	1809	3725	1327	1127	1663	2049	1571	1765	1857	1170	1226	591	1215	735
"12012"	9	13	1	4	3	42	6	4	16	5	6	2	5	0
"28028"	2189	2196	1746	2136	1794	1715	2291	3399	2157	1492	2493	417	1949	1959
"230162"	45	58	68	109	36	50	100	224	76	41	74	27	72	77
"230163"	75967	101339	5975	3314	83136	43703	10361	2580	46636	6598	4717	29057	18953	4197
"67063"	997	767	410	500	719	788	1059	476	970	336	334	71	869	399
"109331"	1808	2558	2111	2806	1581	2124	2253	5291	2280	2230	3191	1055	3032	2535
"242443"	0	2	0	1	1	2	1	0	0	4	0	0	1	0
"19059"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"74914"	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"329844"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"72648"	6	0	0	2	4	2	5	2	2	3	0	0	1	1
"14211"	2931	2719	3570	3786	2631	2554	3149	6125	3824	4184	5783	1515	3479	2742
"68274"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"75367"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"258857"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"258821"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"258836"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"258600"	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"73398"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"66536"	965	1277	435	681	749	1246	921	770	1179	400	636	112	832	690
"11303"	159	245	30	16	170	221	69	26	421	133	17	47	17	19
"78180"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"381524"	162	54	112	16	147	82	117	75	407	262	11	9	22	5
"100434"	1663	3272	1611	2952	1455	4573	2730	4645	4286	2611	2921	659	4532	2928
"100861652"	2196	2371	1916	2093	1850	2356	2184	3591	2895	2342	1900	548	2841	1829
"319636"	931	1057	747	721	728	959	838	1317	1880	1540	348	209	1448	310
"246179"	315	468	385	616	279	447	370	1167	561	452	639	110	514	417
"21350"	0	0	0	0	2	1	0	0	1	2	2	0	0	1
"435784"	10	3	3	8	6	3	18	11	5	4	6	2	7	5
"52076"	304	349	243	341	220	305	476	386	343	188	323	81	384	356
"242466"	321	306	677	584	222	646	681	2446	1127	1324	1002	75	1276	486
"100503249"	2	0	0	0	0	0	1	2	0	0	0	0	1	2
"670211"	288	199	167	268	217	310	471	237	308	114	307	8	271	334
"19359"	6968	8343	6520	9541	6442	7096	7012	16123	7460	6096	10337	2605	8503	10147
"100415914"	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"16600"	946	2063	678	2307	673	4000	1250	5960	1988	1322	1311	455	3345	2773
"11471"	0	0	0	0	1	1	0	1	1	0	0	0	1	0
"11470"	0	2	0	0	1	0	0	0	0	0	0	0	0	0
"230233"	922	888	786	1664	633	931	1383	1822	1074	655	2330	134	1230	1647
"230234"	665	658	650	904	565	649	816	1863	712	578	1115	128	857	767
"54366"	671	1966	909	1780	600	1479	1627	1865	1218	1090	1842	349	2242	1987
"242474"	485	2494	523	2135	381	1490	707	2336	1471	1095	2477	288	1737	2082
"723837"	0	0	0	0	1	0	0	0	0	0	1	0	0	0
"230235"	0	5	3	8	0	0	2	0	1	0	7	0	2	16
"54357"	6426	12021	5334	8182	5249	8980	7812	10174	8597	5864	8536	2152	10835	8093
"329851"	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"545622"	2189	4045	1664	2775	1603	2963	2807	3109	2670	1596	2735	482	2852	3054
"73349"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"619973"	37	42	29	13	36	32	25	38	28	26	10	0	19	29
"242481"	0	0	1	1	0	0	0	0	1	0	0	0	1	1
"100038668"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"11641"	29	94	94	63	15	28	69	28	33	39	23	24	53	85
"242484"	1246	629	850	202	1024	744	1053	718	1543	1120	120	91	628	72
"22166"	13466	17727	6306	8618	10673	17668	14380	7453	15635	6557	15078	1572	20031	10324
"67402"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"64817"	0	0	0	0	0	0	0	2	0	0	0	4	2	0
"18198"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"14745"	640	1246	868	1169	540	778	1036	1971	803	1003	1053	342	1636	1233
"100526502"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"258922"	0	0	0	0	0	0	0	0	0	0	0	3	0	0
"230249"	4327	5575	2901	4407	3259	4568	4408	5275	4939	2965	5577	1002	4377	4053
"100041581"	3	0	3	0	1	1	1	4	3	2	1	4	0	1
"67103"	7254	9448	3039	4182	4799	1802	5622	962	3235	977	9456	1552	2289	6074
"72429"	253	371	251	423	242	233	234	589	223	162	439	133	316	370
"14700"	255	275	301	398	176	182	307	394	179	119	407	66	239	426
"100155"	2	20	10	33	0	5	8	32	3	1	7	17	21	53
"22234"	2345	6422	2284	3515	2224	4179	2706	4910	3883	3065	3547	1117	5126	4258
"634731"	278	298	382	692	272	192	508	730	184	186	620	35	414	748
"230257"	8752	17737	8527	17828	7822	13490	7810	30664	15659	11467	14448	3593	16423	14679
"72479"	724	1442	550	659	724	664	680	944	717	458	766	380	632	752
"230259"	214	195	153	214	185	242	205	386	275	158	276	27	296	207
"66209"	709	545	654	678	597	675	890	1175	794	556	768	102	843	614
"209131"	181	180	131	176	120	242	209	280	314	181	209	26	249	147
"30936"	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"17843"	1	2	0	0	0	0	0	0	0	0	0	0	0	0
"620807"	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"100041658"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"17841"	0	2	0	0	0	0	0	0	0	0	0	0	0	0
"100041687"	0	2	0	0	0	0	0	0	0	0	0	0	0	0
"100038948"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"17840"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100039008"	0	1	0	0	0	0	0	0	0	0	0	2	0	0
"100039028"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100039054"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100861909"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100039089"	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"100039116"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100039150"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100039019"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100039177"	0	0	0	0	0	0	0	0	0	0	0	2	0	0
"100039206"	0	2	1	0	0	0	0	0	0	0	0	0	0	0
"100048884"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100189605"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"17844"	1	1	0	0	4	0	0	3	1	0	0	0	2	1
"381530"	15	201	1	3	7	0	3	0	0	0	0	127	0	2
"17842"	1	3	0	0	0	0	0	0	0	0	0	2	0	0
"381531"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"22696"	73	202	112	243	73	249	111	922	104	122	96	133	227	185
"20530"	102	176	97	126	95	191	172	174	143	95	199	52	183	207
"338355"	853	1253	783	1249	610	1149	1031	1830	1031	778	1149	215	1199	1205
"20529"	4449	5873	3862	2948	3909	4545	5946	3886	5306	3486	3292	932	4669	2552
"66440"	255	154	163	210	182	209	337	244	273	108	297	24	270	254
"70052"	1063	857	753	1384	853	1007	1322	2112	1211	748	1777	197	1436	1322
"76072"	0	7	2	24	1	8	13	16	4	2	90	3	147	49
"71354"	86	50	76	147	66	90	124	155	131	57	170	4	136	140
"192120"	1175	1214	741	1945	1011	2057	1709	3698	1878	835	2635	241	2956	1986
"72748"	512	669	124	168	436	467	382	265	434	99	178	31	367	199
"17025"	1271	1212	574	686	1019	1172	1347	815	1028	337	1224	59	966	919
"59001"	623	616	727	615	573	446	705	1264	555	652	963	517	573	690
"214106"	13	18	20	23	14	15	13	32	26	15	9	3	20	15
"50780"	720	914	555	854	533	784	991	865	811	448	1136	153	973	944
"72701"	16	40	44	165	28	51	48	253	45	56	163	8	83	266
"11699"	31	9	25	6	22	6	16	8	26	7	5	3	11	5
"16552"	226	57	145	218	160	199	200	305	329	133	248	20	213	298
"373864"	8	11	24	15	5	3	26	8	9	8	20	4	6	18
"735262"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"18405"	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"18407"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"18406"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100182"	82	60	81	164	67	158	117	360	187	78	148	6	145	105
"66783"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"73750"	459	299	442	350	313	493	606	608	610	430	411	42	689	235
"66290"	389	517	348	462	344	698	613	679	415	277	459	76	691	570
"100503980"	0	0	0	0	0	0	0	0	0	0	1	0	1	0
"230279"	479	538	410	839	372	920	866	1594	710	452	771	105	1274	760
"670833"	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"75524"	0	0	0	1	0	2	0	3	0	0	0	0	1	0
"326623"	20	128	15	208	35	202	27	382	98	52	292	42	475	267
"21949"	0	0	0	0	0	0	0	0	0	0	1	0	0	0
"21923"	0	1	3	6	0	2	2	2	0	2	4	0	4	15
"100504061"	0	2	0	0	0	0	0	0	0	0	1	0	0	0
"18491"	1	0	0	0	0	0	0	3	0	1	0	0	0	0
"56079"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"69807"	731	542	610	747	617	581	1236	946	787	461	1011	72	682	662
"21898"	6	284	28	454	6	342	16	961	134	148	516	58	1038	645
"56710"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"214444"	739	691	733	1134	620	782	914	2069	1033	1030	1417	152	970	888
"230316"	61	291	85	169	79	751	112	518	568	438	319	27	1040	100
"21885"	1123	1456	1019	1600	957	1348	1551	2003	1111	717	1609	250	1063	1263
"68285"	205	190	206	287	215	125	266	263	203	135	260	8	139	220
"353204"	2110	3208	3913	1407	2426	2087	2535	5906	1468	3069	822	1460	1788	1259
"433719"	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"623180"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"623197"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100862015"	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"100502896"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"100502924"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"242502"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"242505"	1285	2226	1818	3224	1218	1587	2342	4170	2024	1899	2722	562	2529	2323
"667768"	38	18	47	25	33	6	49	24	14	22	20	8	12	15
"545637"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"623272"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"667780"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"623281"	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"71886"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"242506"	5	9	0	1	4	2	0	1	2	0	0	0	2	0
"76804"	820	1254	732	995	658	877	876	1601	977	875	904	223	855	727
"66928"	574	294	296	310	420	475	618	421	567	244	428	53	382	339
"19266"	1067	4289	1305	4086	993	3754	1462	7006	2997	2831	4476	1000	4242	5399
"100046763"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"22178"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"52829"	1079	1819	639	1130	842	1735	1062	1381	1285	559	1184	217	1486	1624
"17475"	0	0	1	2	0	0	0	3	0	0	5	2	0	5
"545641"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"18028"	5144	4767	5423	6247	4147	4034	5534	10366	4435	4252	6496	1389	5792	6306
"76455"	5	4	10	2	9	1	2	2	2	1	6	0	3	4
"68268"	2501	8065	2209	5377	2131	4963	2595	6663	3272	2630	4014	1301	4052	3367
"12622"	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"329872"	0	0	0	0	0	0	0	0	0	0	0	6	0	0
"69863"	1114	2586	1033	1691	904	1612	1372	2994	1795	1681	1786	513	2387	1670
"790913"	0	0	1	0	3	0	0	0	1	0	0	0	0	1
"77634"	179	201	194	207	141	183	209	326	225	195	284	41	241	173
"101739"	1126	1059	1517	1742	1061	872	1181	3255	1330	1525	1984	480	1237	1321
"100862057"	90	85	108	71	39	51	95	113	105	111	149	11	122	108
"320226"	128	184	121	145	88	156	137	316	174	152	120	55	178	148
"242509"	0	0	0	0	0	0	0	0	0	0	0	2	0	0
"338349"	0	0	0	1	1	0	0	0	1	0	2	0	2	1
"20404"	428	1127	407	875	422	935	633	831	792	492	756	339	763	766
"329876"	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"77739"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"75811"	0	0	0	0	0	0	0	3	0	0	0	0	0	0
"68441"	1220	1490	1020	1818	997	1330	1332	2767	1295	752	1961	289	1853	2242
"230376"	602	711	816	1286	476	566	871	1786	862	773	1809	293	928	1104
"100217448"	0	0	0	1	0	0	0	0	0	1	2	0	1	0
"11520"	1422	1777	767	2723	1054	1467	1468	1606	1205	645	2702	256	1681	4678
"329877"	1812	3707	2272	3658	1534	3390	2649	5988	3555	3498	3944	759	3987	2947
"100504343"	2	9	8	7	5	7	4	7	13	1	6	1	21	14
"20104"	12183	9149	10531	10274	10540	7893	13417	17937	10504	8949	7701	2878	8428	9480
"230379"	116	101	139	138	98	87	201	256	188	119	134	18	133	152
"76376"	0	0	1	0	0	0	1	0	0	0	0	0	0	0
"70122"	1153	1715	1146	1634	959	1264	1285	3609	1376	1285	1317	557	1896	1761
"230393"	730	879	425	931	473	891	795	1073	863	327	963	168	808	987
"735282"	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"66775"	11	25	10	42	8	11	15	8	3	0	56	11	8	46
"15977"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"242517"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"404549"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"15972"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"242519"	0	0	0	0	0	0	0	0	0	0	0	2	0	0
"381590"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"230396"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"230398"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"15965"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"15974"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"242521"	2792	3617	2552	3641	2272	2803	3278	5031	3239	2460	3251	541	2654	2816
"435791"	0	0	0	2	0	0	0	0	2	0	1	0	1	4
"100041062"	1	1	0	5	0	5	2	0	0	0	2	0	8	3
"545645"	0	0	4	5	0	0	2	2	2	2	11	0	8	2
"545646"	0	3	0	1	0	1	0	0	1	0	2	0	3	0
"545647"	0	0	0	0	0	1	0	0	0	0	1	0	2	0
"545648"	0	0	0	0	0	0	0	0	0	0	1	0	1	0
"319146"	0	0	0	0	0	1	0	1	0	0	0	0	0	1
"545649"	0	2	0	2	0	2	1	0	0	0	0	0	2	1
"545650"	1	1	1	1	0	3	1	1	0	0	1	0	4	1
"545651"	0	0	1	0	0	0	0	0	2	0	0	0	0	0
"545652"	0	0	1	1	0	0	0	1	0	1	0	0	0	1
"545653"	0	0	0	3	0	1	0	0	2	0	0	0	1	2
"545654"	0	1	0	2	0	0	0	0	0	1	1	0	2	0
"545655"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"668208"	0	0	0	0	0	0	0	0	0	0	0	0	3	0
"15970"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"15964"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"15969"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"15968"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"15967"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"15962"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"230405"	1	2	0	0	0	0	0	0	0	0	0	0	1	0
"723895"	1	3	1	2	0	1	0	4	0	4	0	0	2	3
"100040617"	2	161	9	122	3	103	9	144	7	7	98	15	99	175
"66902"	1660	2283	1665	3252	1219	1836	2090	4774	1362	1180	4410	723	1988	3447
"12578"	2	248	0	110	1	110	4	57	1	1	145	58	71	571
"12579"	762	2637	267	723	580	3184	493	1045	1031	327	391	312	1322	1278
"242523"	0	0	0	0	0	1	0	3	0	0	0	0	0	0
"236537"	0	0	0	0	0	0	0	0	0	0	3	0	0	0
"619842"	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"15569"	3	55	6	123	7	23	12	193	25	29	154	12	42	66
"620016"	1470	1754	1164	1428	1244	1110	1407	1895	1287	914	1701	493	1074	1962
"69314"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"69136"	49	62	32	57	66	70	69	111	49	35	32	41	96	76
"67770"	371	379	306	515	299	334	307	880	370	320	434	93	371	321
"100862232"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"18786"	2404	3131	2585	3593	2159	2470	2622	7097	2600	2225	4041	1300	3012	3405
"667250"	1961	1986	1441	1921	1722	2943	3396	2130	3137	1169	2146	113	3428	2455
"67694"	161	247	269	313	125	251	203	715	190	344	450	207	369	375
